x,y,rho,ux,uy
3,6,0.963643,0.00024092,-0.000517053
4,6,0.963633,0.000307652,-0.00046701
5,6,0.963611,0.000323049,-0.000349025
6,6,0.963581,0.000274371,-0.000173569
7,6,0.963548,0.000152749,4.6063e-05
8,6,0.963509,-4.85592e-05,0.000297292
9,6,0.963466,-0.000334189,0.000570934
10,6,0.963418,-0.00070758,0.000859499
11,6,0.963367,-0.00117182,0.00115757
12,6,0.963312,-0.00172949,0.00146166
13,6,0.963253,-0.00238261,0.00176971
14,6,0.96319,-0.00313289,0.00208068
15,6,0.963123,-0.00398181,0.00239425
16,6,0.963053,-0.00493067,0.00271049
17,6,0.962979,-0.00598053,0.0030296
18,6,0.962901,-0.00713218,0.00335168
19,6,0.962819,-0.00838602,0.00367654
20,6,0.962733,-0.00974197,0.00400359
21,6,0.962643,-0.0111993,0.0043317
22,6,0.962548,-0.0127566,0.00465917
23,6,0.96245,-0.0144112,0.00498367
24,6,0.962347,-0.0161598,0.00530228
25,6,0.962241,-0.0179974,0.0056115
26,6,0.962131,-0.019918,0.00590731
27,6,0.962018,-0.021914,0.00618522
28,6,0.961903,-0.0239764,0.00644043
29,6,0.961786,-0.0260947,0.00666785
30,6,0.961667,-0.0282569,0.00686225
31,6,0.961548,-0.0304496,0.00701839
32,6,0.96143,-0.0326583,0.00713109
33,6,0.961314,-0.0348672,0.00719543
